Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
169.254.172.2-239.255.255.250-53890-1900-17,169.254.172.2,53890,239.255.255.250,1900,17,2024-12-12 09:05:35.891199,3001245,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.5643424645439,1.332780229538075,1000415.0,320.0046874656682,1000734.0,1000094.0,3001245.0,1000415.0,320.0046874656682,1000734.0,1000094.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.332780229538075,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-51729-1900-17,169.254.172.2,51729,239.255.255.250,1900,17,2024-12-12 09:03:53.005259,3001366,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.55440222885179,1.3327264985343341,1000455.3333333334,265.8765377639278,1000729.0,1000198.0,3001366.0,1000455.3333333334,265.8765377639278,1000729.0,1000198.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.3327264985343341,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-43432-1900-17,169.254.172.2,43432,239.255.255.250,1900,17,2024-12-12 09:04:23.311759,3002442,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.46604330741445,1.3322488827427807,1000814.0,569.1291593302877,1001176.0,1000158.0,3002442.0,1000814.0,569.1291593302877,1001176.0,1000158.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.3322488827427807,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-32872-1900-17,169.254.172.2,32872,239.255.255.250,1900,17,2024-12-12 09:04:53.496124,3002421,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.46776717855357,1.3322582009651545,1000807.0,398.09420995538227,1001200.0,1000404.0,3002421.0,1000807.0,398.09420995538227,1001200.0,1000404.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.3322582009651545,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-45969-1900-17,169.254.172.2,45969,239.255.255.250,1900,17,2024-12-12 09:05:08.594762,3001440,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.54832347140038,1.332693640385948,1000480.0,531.0376634477069,1001085.0,1000091.0,3001440.0,1000480.0,531.0376634477069,1001085.0,1000091.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.332693640385948,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
