Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
169.231.114.116-151.101.3.10-59130-443-6,169.231.114.116,59130,151.101.3.10,443,6,2024-12-12 06:54:11.476326,6220,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.54340836012864,6220.0,0.0,6220.0,6220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,160.77170418006432,160.77170418006432,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,288,0,20,0,0,0,0,0,0,0,0,-1,-1,6220,NeedManualLabel
169.231.114.116-151.101.3.10-59129-443-6,169.231.114.116,59129,151.101.3.10,443,6,2024-12-12 06:54:11.476339,6219,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.59511175430134,6219.0,0.0,6219.0,6219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,160.79755587715067,160.79755587715067,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,288,0,20,0,0,0,0,0,0,0,0,-1,-1,6219,NeedManualLabel
176.227.245.172-169.231.114.116-59847-8080-6,176.227.245.172,59847,169.231.114.116,8080,6,2024-12-12 06:54:11.464417,39,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,25641.02564102564,25641.02564102564,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,39,NeedManualLabel
169.231.114.116-128.111.5.227-59893-443-6,169.231.114.116,59893,128.111.5.227,443,6,2024-12-12 06:54:11.463705,59252,11,7,863.0,2596.0,517.0,0.0,78.45454545454545,164.99719005871808,1374.0,0.0,370.85714285714283,574.0436767852624,58377.77627759401,303.7872139337069,3485.4117647058824,4638.737072992275,16801.0,1.0,59252.0,5925.2,4866.01248571262,16988.0,254.0,52850.0,8808.333333333334,7378.084728889108,17439.0,1.0,3,3,0,0,0,0,364,232,185.64774184837643,118.13947208533045,0.0,1374.0,192.16666666666663,392.214264671448,153832.02941176467,2,2,0,6,17,0,0,0,0.6363636363636364,192.16666666666666,78.45454545454545,370.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65160,3,32,0,0,0,0,0,0,0,0,-1,-1,59252,NeedManualLabel
193.105.210.6-169.231.114.116-20492-8080-6,193.105.210.6,20492,169.231.114.116,8080,6,2024-12-12 06:54:11.471312,34,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58823.529411764706,34.0,0.0,34.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,29411.764705882353,29411.764705882353,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,34,NeedManualLabel
178.128.231.211-169.231.114.116-57362-8080-6,178.128.231.211,57362,169.231.114.116,8080,6,2024-12-12 06:54:11.440751,63,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31746.031746031746,63.0,0.0,63.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,15873.015873015873,15873.015873015873,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,0,0,40,0,0,0,0,0,0,0,0,-1,-1,63,NeedManualLabel
154.53.57.220-169.231.114.116-63298-8080-6,154.53.57.220,63298,169.231.114.116,8080,6,2024-12-12 06:54:11.533883,29,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68965.5172413793,29.0,0.0,29.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,34482.75862068965,34482.75862068965,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,0,0,32,0,0,0,0,0,0,0,0,-1,-1,29,NeedManualLabel
169.231.114.116-128.111.5.227-59894-443-6,169.231.114.116,59894,128.111.5.227,443,6,2024-12-12 06:54:11.525295,18355,5,4,517.0,2386.0,517.0,0.0,103.4,231.2094288734783,1374.0,0.0,596.5,704.4551085768347,158158.5399073822,490.329610460365,2294.375,3292.258492606991,7715.0,1.0,18355.0,4588.75,3579.711196451468,7865.0,1150.0,10948.0,3649.333333333333,5292.166128659732,9719.0,1.0,1,1,0,0,0,0,172,136,272.40533914464726,217.9242713157178,0.0,1374.0,322.55555555555554,529.4962490686574,280366.27777777775,0,2,0,2,8,0,0,0,0.8,322.55555555555554,103.4,596.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65160,1,32,0,0,0,0,0,0,0,0,-1,-1,18355,NeedManualLabel
193.105.210.6-169.231.114.116-20396-8080-6,193.105.210.6,20396,169.231.114.116,8080,6,2024-12-12 06:54:11.482670,39,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,25641.02564102564,25641.02564102564,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,39,NeedManualLabel
151.251.159.104-169.231.114.116-5004-8080-6,151.251.159.104,5004,169.231.114.116,8080,6,2024-12-12 06:54:11.388054,58,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34482.75862068965,58.0,0.0,58.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,17241.379310344826,17241.379310344826,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,58,NeedManualLabel
193.105.210.6-169.231.114.116-20478-8080-6,193.105.210.6,20478,169.231.114.116,8080,6,2024-12-12 06:54:11.466194,34,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58823.529411764706,34.0,0.0,34.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,29411.764705882353,29411.764705882353,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,34,NeedManualLabel
193.105.210.6-169.231.114.116-20412-8080-6,193.105.210.6,20412,169.231.114.116,8080,6,2024-12-12 06:54:11.515093,66,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30303.0303030303,66.0,0.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,15151.51515151515,15151.51515151515,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,66,NeedManualLabel
