Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
81.25.235.57-169.231.114.116-38672-8080-6,81.25.235.57,38672,169.231.114.116,8080,6,2024-12-12 07:49:05.696989,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26666.666666666668,75.0,0.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,13333.333333333334,13333.333333333334,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,75,NeedManualLabel
78.137.11.134-169.231.114.116-55087-8080-6,78.137.11.134,55087,169.231.114.116,8080,6,2024-12-12 07:49:05.620904,105,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19047.619047619046,105.0,0.0,105.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,9523.809523809523,9523.809523809523,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,105,NeedManualLabel
193.105.210.6-169.231.114.116-58292-8080-6,193.105.210.6,58292,169.231.114.116,8080,6,2024-12-12 07:49:05.646098,59,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33898.30508474576,59.0,0.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,16949.15254237288,16949.15254237288,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,59,NeedManualLabel
169.231.114.116-170.64.236.4-22-60432-6,169.231.114.116,22,170.64.236.4,60432,6,2024-12-12 07:49:05.657286,0,1,0,84.0,0.0,84.0,84.0,84.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,32,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
37.46.115.9-169.231.114.116-36374-8080-6,37.46.115.9,36374,169.231.114.116,8080,6,2024-12-12 07:49:05.706754,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27777.777777777777,72.0,0.0,72.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,13888.888888888889,13888.888888888889,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736,0,0,40,0,0,0,0,0,0,0,0,-1,-1,72,NeedManualLabel
78.137.11.134-169.231.114.116-56931-8080-6,78.137.11.134,56931,169.231.114.116,8080,6,2024-12-12 07:49:05.665826,82,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.243902439022,82.0,0.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,12195.121951219511,12195.121951219511,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,82,NeedManualLabel
81.25.235.57-169.231.114.116-39074-8080-6,81.25.235.57,39074,169.231.114.116,8080,6,2024-12-12 07:49:05.726521,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,14084.507042253521,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,71,NeedManualLabel
170.64.236.4-169.231.114.116-41530-22-6,170.64.236.4,41530,169.231.114.116,22,6,2024-12-12 07:49:05.601261,12859,2,2,48.0,572.0,48.0,0.0,24.0,33.94112549695428,572.0,0.0,286.0,404.4650788387052,48215.25779609611,311.06617932965236,4286.333333333334,4215.253056855939,8528.0,98.0,4233.0,4233.0,0.0,4233.0,4233.0,8528.0,8528.0,0.0,8528.0,8528.0,1,1,0,0,0,0,64,64,155.53308966482618,155.53308966482618,0.0,572.0,155.0,278.919343180067,77796.0,0,0,0,2,4,0,0,0,1.0,155.0,24.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501,2047,1,32,0,0,0,0,0,0,0,0,-1,-1,12859,NeedManualLabel
