Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
78.137.11.134-169.231.114.116-54100-8080-6,78.137.11.134,54100,169.231.114.116,8080,6,2024-12-12 07:55:54.546885,70,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28571.428571428572,70.0,0.0,70.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,14285.714285714286,14285.714285714286,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,70,NeedManualLabel
46.101.48.170-169.231.114.116-58134-8080-6,46.101.48.170,58134,169.231.114.116,8080,6,2024-12-12 07:55:54.430670,63,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31746.031746031746,63.0,0.0,63.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,15873.015873015873,15873.015873015873,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,0,0,40,0,0,0,0,0,0,0,0,-1,-1,63,NeedManualLabel
169.231.114.116-170.64.236.4-22-53172-6,169.231.114.116,22,170.64.236.4,53172,6,2024-12-12 07:55:54.423794,0,1,0,1120.0,0.0,1120.0,1120.0,1120.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0.0,0.0,1120.0,1120.0,1120.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,1120.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043,0,0,32,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
193.105.210.6-169.231.114.116-23680-8080-6,193.105.210.6,23680,169.231.114.116,8080,6,2024-12-12 07:55:54.528025,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,14084.507042253521,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,71,NeedManualLabel
78.137.11.134-169.231.114.116-55042-8080-6,78.137.11.134,55042,169.231.114.116,8080,6,2024-12-12 07:55:54.554674,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29411.764705882353,68.0,0.0,68.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,14705.882352941177,14705.882352941177,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,68,NeedManualLabel
169.231.114.116-17.248.171.54-50049-443-17,169.231.114.116,50049,17.248.171.54,443,17,2024-12-12 07:55:54.449511,8341,1,1,41.0,33.0,41.0,41.0,41.0,0.0,33.0,33.0,33.0,0.0,8871.837909123607,239.77940294928666,8341.0,0.0,8341.0,8341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,119.88970147464333,119.88970147464333,33.0,41.0,37.0,5.656854249492381,32.0,0,0,0,0,0,0,0,0,1.0,37.0,41.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
154.53.58.51-169.231.114.116-61589-8080-6,154.53.58.51,61589,169.231.114.116,8080,6,2024-12-12 07:55:54.492665,66,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30303.0303030303,66.0,0.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,15151.51515151515,15151.51515151515,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,0,0,32,0,0,0,0,0,0,0,0,-1,-1,66,NeedManualLabel
193.105.210.6-169.231.114.116-23690-8080-6,193.105.210.6,23690,169.231.114.116,8080,6,2024-12-12 07:55:54.543760,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26666.666666666668,75.0,0.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,13333.333333333334,13333.333333333334,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,75,NeedManualLabel
193.105.210.6-169.231.114.116-23664-8080-6,193.105.210.6,23664,169.231.114.116,8080,6,2024-12-12 07:55:54.455771,78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25641.02564102564,78.0,0.0,78.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,12820.51282051282,12820.51282051282,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,78,NeedManualLabel
194.163.134.151-169.231.114.116-41030-8080-6,194.163.134.151,41030,169.231.114.116,8080,6,2024-12-12 07:55:54.553459,76,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26315.78947368421,76.0,0.0,76.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,13157.894736842105,13157.894736842105,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,76,NeedManualLabel
150.66.51.124-169.231.114.116-54699-8080-6,150.66.51.124,54699,169.231.114.116,8080,6,2024-12-12 07:55:54.491071,65,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30769.230769230773,65.0,0.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,15384.615384615387,15384.615384615387,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8192,0,0,32,0,0,0,0,0,0,0,0,-1,-1,65,NeedManualLabel
169.231.114.116-170.64.236.4-22-43842-6,169.231.114.116,22,170.64.236.4,43842,6,2024-12-12 07:55:54.498792,0,1,0,84.0,0.0,84.0,84.0,84.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,32,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
