Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
169.231.114.116-17.248.171.6-0-0-1,169.231.114.116,0,17.248.171.6,0,1,2024-12-12 07:52:21.182927,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,NaN,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,NeedManualLabel
107.175.77.41-169.231.114.116-48636-8080-6,107.175.77.41,48636,169.231.114.116,8080,6,2024-12-12 07:52:21.188637,61,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32786.88524590164,61.0,0.0,61.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,16393.44262295082,16393.44262295082,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,61,NeedManualLabel
204.236.189.107-169.231.114.116-443-53420-6,204.236.189.107,443,169.231.114.116,53420,6,2024-12-12 07:52:21.243654,517,2,4,56.0,90.0,30.0,26.0,28.0,2.8284271247461903,34.0,0.0,22.5,15.351438586225939,282398.45261121856,11605.41586073501,103.4,132.4794323659337,285.0,1.0,1.0,1.0,0.0,1.0,1.0,311.0,103.66666666666666,157.1538524291827,285.0,7.0,2,3,0,0,0,0,64,128,3868.4719535783365,7736.943907156673,0.0,34.0,24.333333333333332,12.290918056299402,151.0666666666667,0,0,0,5,6,0,0,0,2.0,24.333333333333332,28.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,2048,1,32,0,0,0,0,0,0,0,0,-1,-1,517,NeedManualLabel
17.248.171.6-169.231.114.116-443-52708-17,17.248.171.6,443,169.231.114.116,52708,17,2024-12-12 07:52:21.182837,0,1,0,39.0,0.0,39.0,39.0,39.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
146.70.52.120-169.231.114.116-50166-8080-6,146.70.52.120,50166,169.231.114.116,8080,6,2024-12-12 07:52:21.151520,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31250.0,64.0,0.0,64.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,15625.0,15625.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,64,NeedManualLabel
167.99.73.48-169.231.114.116-44628-8080-6,167.99.73.48,44628,169.231.114.116,8080,6,2024-12-12 07:52:21.169434,59,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33898.30508474576,59.0,0.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,16949.15254237288,16949.15254237288,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,0,0,40,0,0,0,0,0,0,0,0,-1,-1,59,NeedManualLabel
78.137.11.134-169.231.114.116-51793-8080-6,78.137.11.134,51793,169.231.114.116,8080,6,2024-12-12 07:52:21.190789,80,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24999.999999999996,80.0,0.0,80.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,12499.999999999998,12499.999999999998,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,80,NeedManualLabel
212.224.88.91-169.231.114.116-39328-8080-6,212.224.88.91,39328,169.231.114.116,8080,6,2024-12-12 07:52:21.147708,101,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19801.980198019803,101.0,0.0,101.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,9900.990099009901,9900.990099009901,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,101,NeedManualLabel
78.137.11.134-169.231.114.116-52200-8080-6,78.137.11.134,52200,169.231.114.116,8080,6,2024-12-12 07:52:21.098291,63,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31746.031746031746,63.0,0.0,63.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,15873.015873015873,15873.015873015873,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,32,0,0,0,0,0,0,0,0,-1,-1,63,NeedManualLabel
212.224.88.91-169.231.114.116-43470-8080-6,212.224.88.91,43470,169.231.114.116,8080,6,2024-12-12 07:52:21.109169,69,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28985.507246376812,69.0,0.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,14492.753623188406,14492.753623188406,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920,0,0,40,0,0,0,0,0,0,0,0,-1,-1,69,NeedManualLabel
