Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
169.254.172.2-239.255.255.250-59729-1900-17,169.254.172.2,59729,239.255.255.250,1900,17,2024-12-12 08:57:59.493122,3005007,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.25566596017913,1.3311117078928603,1001669.0,2144.476392968689,1004139.0,1000282.0,3005007.0,1001669.0,2144.476392968689,1004139.0,1000282.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.3311117078928603,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-224.0.0.251-5353-5353-17,169.254.172.2,5353,224.0.0.251,5353,17,2024-12-12 08:56:46.991768,80809046,15,0,600.0,0.0,40.0,40.0,40.0,0.0,0,0,0,0,7.424911315003026,0.18562278287507566,5772074.714285715,7158766.308759551,1.9275697E7,1000292.0,8.0809046E7,5772074.714285715,7158766.308759551,1.9275697E7,1000292.0,0,0,0,0,0,0,0,0,0,0,0,120,0,0.18562278287507566,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,42.857142857142854,0.0,0.0,0,0,14,8,3012078.75,22342.883272233812,3045591.0,3000614.0,1.6439711E7,2971782.3916193233,1.9275697E7,1.3152899E7,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-58139-1900-17,169.254.172.2,58139,239.255.255.250,1900,17,2024-12-12 08:57:38.491220,3001760,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.5220404029636,1.332551569745749,1000586.6666666666,426.5024423533039,1001065.0,1000246.0,3001760.0,1000586.6666666666,426.5024423533039,1001065.0,1000246.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.332551569745749,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-224.0.0.22-0-0-0,169.254.172.2,0,224.0.0.22,0,0,2024-12-12 08:56:47.002588,85823983,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.22138333989929132,4767999.055555556,4722577.262556917,1.4339997E7,285673.0,8.5823983E7,4767999.055555556,4722577.262556917,1.4339997E7,285673.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22138333989929132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0,0,0,0,656202.4444444445,255192.14050549793,1007994.0,285673.0,8879795.666666666,3047577.790326278,1.4339997E7,6188101.0,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-44898-1900-17,169.254.172.2,44898,239.255.255.250,1900,17,2024-12-12 08:56:42.817560,3001108,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.57559807910945,1.332841070697889,1000369.3333333334,381.9232034497686,1000810.0,1000134.0,3001108.0,1000369.3333333334,381.9232034497686,1000810.0,1000134.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.332841070697889,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-50818-1900-17,169.254.172.2,50818,239.255.255.250,1900,17,2024-12-12 08:56:58.898435,3003400,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,246.38742758207366,1.3318239328760737,1001133.3333333334,1332.7686721008015,1002665.0,1000238.0,3003400.0,1001133.3333333334,1332.7686721008015,1002665.0,1000238.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.3318239328760737,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
169.254.172.2-239.255.255.250-57042-1900-17,169.254.172.2,57042,239.255.255.250,1900,17,2024-12-12 08:57:16.920918,3070412,4,0,740.0,0.0,185.0,185.0,185.0,0.0,0,0,0,0,241.01000126367404,1.3027567635874273,1023470.6666666666,38951.619559824896,1068448.0,1000891.0,3070412.0,1023470.6666666666,38951.619559824896,1068448.0,1000891.0,0,0,0,0,0,0,0,0,0,0,0,32,0,1.3027567635874273,0.0,185.0,185.0,185.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,246.66666666666666,0.0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
